sequence_id,title,authors,doi,journal_title,issn,volume,issue,pages_or_article_number,doi_year,first_online_date,early_access_date,formal_publication_date,dblp_year,publication_status,metadata_sources,source_urls,abstract,keywords,relevance_level,relevance_reason,fulltext_status,local_pdf_path,pdf_sha256,conflict_notes,manually_verified,first_author
409,CPID-MAAC: RL for Joint User Association and Trajectory Control in UAV-Assisted MEC Systems,Zhen Gao; Qipeng Xie; Lei Yang 0016; Yu Dai 0001; Weizheng Wang 0001,10.1109/ton.2025.3644923,IEEE Transactions on Networking,2998-4157,34,,2316-2331,2025,2025-12-17,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3644923,"Existing joint user association and trajectory control (JUATC) methods provide remarkably high data rates for mobile users (MUs) in unmanned aerial vehicle (UAV)-assisted multi-access edge computing systems. Nevertheless, current methods give more attention to the uplink and downlink of MU, which must be associated with the same UAV or base station (BS), ignoring the network’s heterogeneity and considerably reducing the MU’s communication efficiency. Furthermore, UAVs typically provide communication services to MUs under partial observation, leading to challenges in achieving optimal service performance due to information loss. Moreover, although existing solutions can readily reach optimal, restriction-fulfilling strategies, they frequently breach restrictions during intermediate iterations. To address these issues, we present a fully decentralized JUATC algorithm based on the Communication and Proportional-Integral-Derivative (PID) Lagrangian-based Multi-Agent Actor-Critic (CPID-MAAC). First, to improve communication efficiency, we consider that each MU can be associated with a different UAV or BS in the uplink and downlink. Second, we establish a messaging mechanism between UAVs based on autoencoding UAV’s observations to handle the information loss. Finally, to alleviate constraint-violating behavior, we incorporate the PID Lagrangian algorithm. The experiments show that CPID-MAAC improves data rate by 7.88%~16.03% and drastically reduces the number of constraint violations during UAV agent training.",,R3,,closed,,,,False,Zhen Gao
410,Optimizing Mixture-of-Experts Inference Time via Model Deployment and Communication Scheduling,Jialong Li 0006; Shreyansh Tripathi; Lakshay Rastogi; Yiming Lei 0002; Rui Pan 0003; Yiting Xia,10.1109/ton.2025.3645806,IEEE Transactions on Networking,2998-4157,34,,2478-2497,2025,2025-12-18,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3645806,"As machine learning models scale in size and complexity, their computational requirements become a significant barrier. Mixture-of-Experts (MoE) models alleviate this issue by selectively activating relevant experts. Despite this, MoE models are hindered by high communication overhead from all-to-all operations, low GPU utilization, and complications from heterogeneous GPU environments. This paper presents Comet, which optimizes both model deployment and all-to-all communication scheduling to address these challenges in MoE inference. Comet achieves minimal communication times by strategically ordering token transmissions in all-to-all communications. It improves GPU utilization by colocating experts from different models on the same device, avoiding the limitations of all-to-all communication. We analyze Comet’s optimization strategies theoretically across four common GPU cluster settings: exclusive vs. colocated models on GPUs, and homogeneous vs. heterogeneous GPUs. Comet provides optimal solutions for three cases, and for the remaining NP-hard scenario, it offers a polynomial-time sub-optimal solution with only a 1.09× degradation from the optimal, as shown in the simulation results. Comet is the first approach to minimize MoE inference time via optimal model deployment and communication scheduling across various scenarios. Evaluations demonstrate that Comet significantly accelerates inference, achieving speedups of up to 2.63× in homogeneous clusters and 2.91× in heterogeneous environments. Moreover, Comet enhances GPU utilization by up to 2.38× compared to existing methods.",,R4,,closed,,,,False,Jialong Li 0006
411,Game in Motion: Heterogeneous Task Offloading in Dynamic Vehicular Edge Computing,Jie Zhao 0041; Feng Lyu 0001; Hao Wu 0067; Fan Wu 0014; Shucheng Li,10.1109/ton.2025.3645865,IEEE Transactions on Networking,2998-4157,34,,2332-2346,2025,2025-12-18,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3645865,"The rise of vehicular edge computing (VEC) enables vehicles to offload resource-intensive tasks to roadside units (RSUs), improving efficiency and reducing latency. However, high mobility, dynamic resource availability, and heterogeneous quality-of-experience (QoE) requirements make task offloading and coordination highly challenging. In this paper, we investigate the heterogeneous task offloading problem in dynamic VEC environments by proposing a two-stage optimization framework, TOVEC. Our TOVEC decouples the spatio-temporally coupled decision space into two tractable subproblems and solves it with a two-stage design. In the first stage, we employ a TD3-based deep reinforcement learning algorithm to handle RSU-channel access decisions under dynamic network conditions. In the second stage, we formulate the interaction between vehicular users (VUs) and RSUs as a Stackelberg game, enabling joint task scheduling and dynamic pricing that balances VUs’ QoE optimization and RSUs’ revenue maximization. We theoretically prove the existence of a Stackelberg equilibrium and validate our TOVEC using real-world vehicular traces. The experimental results show that our method has improved the QoE (measured by task delay and energy cost) of VU and the benefits of RSU by 6.8%-41.3% and 2.2%-117.4%, respectively, compared with the baseline schemes.",,R3,,closed,,,,False,Jie Zhao 0041
412,AddrProbe: An Internet-Wide Active IPv6 Address Probing System With Limited Seeds,Daguo Cheng; Lin He 0004; Qilei Yin; Guangxing Han; Yizhen Zhang; Boran Jin; Ying Liu 0024; Guanglei Song; Jinlong E; Tiankai Yang 0001; Jiahai Yang 0001,10.1109/ton.2025.3645923,IEEE Transactions on Networking,2998-4157,34,,2498-2513,2025,2025-12-18,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3645923,"With the large-scale deployment of IPv6, it is becoming more and more important to probe active IPv6 addresses on the global Internet. However, the vast address space and the random distribution of active addresses make the probing process full of challenges, especially for the probing of IPv6 prefixes without seed addresses. Furthermore, the widespread existence of IPv6 aliased prefixes also causes significant trouble for probing. In this paper, we present AddrProbe , an active IPv6 address probing system, which dynamically probes all global routing prefixes based on learned fine-grained address patterns from limited seed addresses and quickly detects aliased prefixes during probing. The evaluation results show that AddrProbe achieves a hit rate of 23%-45% with all routing prefixes announced by the BGP system, which is 6.6-13× that of current state-of-the-art approaches (no more than 4%). Moreover, we find 1.2×10 33 aliased addresses characterized by the detected aliased prefixes, covering 6,412 routing prefixes, which is a 10 7 × and 5.9× improvement over existing methods, respectively. Finally, an IPv6 Hitlist is constructed based on the long-term probing results, which contains 562M addresses covering 190K routing prefixes and 29K ASes. These widely distributed addresses are meaningful for analyzing IPv6 address assignments and some other IPv6 measurement activities.",,R4,,closed,,,,False,Daguo Cheng
413,Intermittent Fault Diagnosis of Data Center Network CSDC Under Probabilistic Fault Model,Limei Lin; Yanze Huang; Xiaoding Wang 0001; Dajin Wang; Sun-Yuan Hsieh; Jie Wu 0001,10.1109/ton.2025.3646058,IEEE Transactions on Networking,2998-4157,34,,2347-2361,2025,2025-12-18,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3646058,"As the core infrastructures in the information systems, the data center networks carry a large number of tasks of data processing and storage. In a data center network, intermittent faults are often difficult to be found and dealt with in time because of their hiddenness and uncertainty. Once these faults accumulate to a certain extent, they can cause serious network outages and even lead to the collapse of the entire data center. In order to discover and resolve these potential problems in a timely manner, it is crucial to apply intermittent fault diagnosis, thus ensures the continuous and stable operation of the data center. In this paper, we propose the intermittent fault diagnosability t PMC I ( C n ) for an n -dimensional data center network CSDC under the Preparata/Metze/Chien model (PMC model) by establishing the fault tolerance of the network. Additionally, under the PMC model, we propose a probabilistic multiple intermittent fault diagnosis algorithm (PMIFDPMC) with time complexity O ( nN ) by preferentially generating weighted multiple test networks (GWMTN) where N is the scale of CSDC. Moreover, we apply the algorithm PMIFDPMC to a 7-dimensional CSDC and a real-world dataset of the Internet of Things. Across different scenarios of intermittent fault nodes, we calculate the Accuracy, Recall, FNR, G-mean, and F1-score using various testing iterations. The experimental results demonstrate that, as the number of testing iterations of algorithm PMIFDPMC increases, the quantity of intermittent fault nodes that are correctly diagnosed also increases. This highlights the favorable performance and effectiveness of algorithm PMIFDPMC on the real-world dataset of the Internet of Things.",,R4,,closed,,,,False,Limei Lin
414,Comparative Analysis of Drift-Based and RL-Based Designs for Synchronized and Fresh Downlink Communication,Xujin Zhou; Irem Koprulu; Atilla Eryilmaz,10.1109/ton.2025.3646167,IEEE Transactions on Networking,2998-4157,34,,2362-2373,2025,2025-12-19,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3646167,"Synchronized and fresh communication of common information is vitally important in numerous multi-user network scenarios, whereby end-users must perform coordinated real-time action with the available information. However, developing efficient policies with performance guarantees is greatly complicated by the abruptly changing nature of related age and synchronization metrics. In particular, powerful approaches that are based on so-called drift-plus-penalty (DPP) methods could not be employed due to the non-traditional multiplicative update dynamics of age and synchronization. In this paper, we overcome these limitations by designing and analyzing a Lyapunov-drift-based algorithm under the non-traditional age and synchronization dynamics that is not only low-complexity and analyzable, but also performs better than all the prior designs in numerical investigations. By comparing our design with two alternatives using the DPP approach, we also shed some light on the key aspect of our design that enables the performance analysis, which may be useful in future studies in multiplicative update dynamics. Furthermore, we implement Feature-based Reinforcement Learning (RL) methods with reduced state spaces and RL with full-state observations. Fresh-Async performs very closely to feature-based RL method using a feature space consisting of average age, age asynchrony, and maximum age, and both algorithms exhibit competitive performance compared to full-state RL while maintaining superior computational efficiency. These investigations clarify the contrast between drift-based and RL-based designs, and also reveal how drift-based design can be beneficial for feature selection for RL operation.",,R3,,closed,,,,False,Xujin Zhou
415,Adversarial Perturbations Maximization in Online Social Networks,Dongyu Mao; Weili Wu 0001; Ding-Zhu Du,10.1109/ton.2025.3646453,IEEE Transactions on Networking,2998-4157,34,,2374-2383,2025,2025-12-19,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3646453,"Seeding conflict in online society is a public issue obtaining increasing attention. In this paper, we take a step to study the problem of maximizing conflict in online social networks from the adversarial perspective. More specifically, we combine the widely used stochastic information propagation model and opinion dynamics model to jointly model the processes of adversarial content propagation and opinion evolution through peer pressure on social networks, based on which we define the adversarial perturbations maximization (APM) problem. The APM problem focuses on two popular network conflict measures, disagreement and polarization. Our analysis begins by showing the complex nature of the APM problem. We show that by decomposing the objective into a subtraction of two set functions, an upper bound of the objective which is essentially a difference of two submodular (DS) functions can be devised. Then inspired by the success of modular-modular procedure and reverse influence sampling technique in related optimization tasks, we build a two-level approximation framework to maximize the upper bound heuristically with a data-dependent guarantee and further strengthen the approximation result using the sandwich approximation framework. Also, we apply dimension reduction technique to design a faster naïve greedy algorithm for the objective. Experiments show both the seriousness of this problem and the performance of our proposed algorithms.",,R3,,closed,,,,False,Dongyu Mao
416,Table of Contents,,10.1109/ton.2025.3641360,IEEE Transactions on Networking,2998-4157,33,6,C1-2838,2025,2025-12-22,,,,non_research_item,crossref+openalex,https://doi.org/10.1109/ton.2025.3641360,,,R4,,closed,,,,False,
417,IEEE Transactions on Networking Publication Information,,10.1109/ton.2025.3641362,IEEE Transactions on Networking,2998-4157,33,6,C2-C2,2025,2025-12-22,,,,non_research_item,crossref+openalex,https://doi.org/10.1109/ton.2025.3641362,,,R4,,closed,,,,False,
418,IEEE Transactions on Networking Society Information,,10.1109/ton.2025.3641364,IEEE Transactions on Networking,2998-4157,33,6,C3-C3,2025,2025-12-22,,,,non_research_item,crossref+openalex,https://doi.org/10.1109/ton.2025.3641364,,,R3,,closed,,,,False,
419,Enabling General and Efficient Window Mechanism for In-Network Telemetry,Haifeng Sun 0004; Jiaheng Li; Jintao He; Jie Gui; Qun Huang 0001,10.1109/ton.2025.3646730,IEEE Transactions on Networking,2998-4157,34,,2685-2700,2025,2025-12-22,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3646730,"Recent network telemetry solutions typically target programmable switches to achieve high performance and in-network visibility. They partition the packet stream into windows and then apply various stream processing techniques to summarize flow-level statistics. However, existing studies focus on the measurement within each window. Window management is still a missing piece due to the resource limitation of programmable switches. In this paper, we propose OmniWindow, a general and efficient window mechanism framework. OmniWindow splits the original window into fine-grained sub-windows such that the sub-windows can be merged into various window types. To deal with the resource restriction, OmniWindow carefully designs its data plane memory layout and proposes a window synchronization method. It also employs a collaborative architecture that can collect and reset stateful data in sub-windows within a limited time. We prototype OmniWindow on Tofino. We incorporate OmniWindow into a SOTA query-driven telemetry system and eight sketch-based telemetry algorithms. Our experiments demonstrate that OmniWindow enables these telemetry solutions to achieve higher accuracy than conventional window mechanism.",,R4,,closed,,,,False,Haifeng Sun 0004
420,From 5G RAN Queue Dynamics to Playback: A Performance Analysis for QUIC Video Streaming,Jashanjot Singh Sidhu; Jorge Ignacio Sandoval; Abdelhak Bentaleb; Sandra Céspedes,10.1109/ton.2025.3646971,IEEE Transactions on Networking,2998-4157,34,,2384-2399,2025,2025-12-22,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3646971,"The rapid adoption of QUIC as a transport protocol has transformed content delivery by reducing latency, enhancing congestion control (CC), and enabling more efficient multiplexing. With the advent of 5G networks, which support ultra-low latency and high bandwidth, streaming high-resolution video at 4K and beyond has become increasingly viable. However, optimizing Quality of Experience (QoE) in mobile networks remains challenging due to the complex interactions among Adaptive Bit Rate (ABR) schemes at the application layer, CC algorithms at the transport layer, and Radio Link Control (RLC) queuing at the link layer in the 5G network. While prior studies have largely examined these components in isolation, this work presents a comprehensive analysis of the impact of modern active queue management (AQM) strategies, such as RED and L4S, on video streaming over diverse QUIC implementations—focusing particularly on their interaction with the RLC buffer in 5G environments and the interplay between CC algorithms and ABR schemes. Our findings demonstrate that the effectiveness of AQM strategies in improving video streaming QoE is intrinsically linked to their dynamic interaction with QUIC implementations, CC algorithms and ABR schemes—highlighting that isolated optimizations are insufficient. This intricate interdependence necessitates holistic, cross-layer adaptive mechanisms capable of real-time coordination between network, transport and application layers, which are crucial for leveraging the capabilities of 5G networks to deliver robust, adaptive, and high-quality video.",,R2,5G RAN×QUIC×ABR跨层分析；OA全文已精读,downloaded,pdfs/chunk_001/0384_sidhu_from-5g-ran-queue-dynamics-to.pdf,341cd84e562476e32ab04ffdfaf4f63e02b6cade95294e861b8d7b09e1c131a8,,True,Jashanjot Singh Sidhu
421,Scalable and Sample Efficient Distributed Policy Gradient Algorithms in Multi-Agent Networked Systems,Xin Liu 0049; Honghao Wei; Lei Ying 0001,10.1109/ton.2025.3647225,IEEE Transactions on Networking,2998-4157,34,,2514-2528,2025,2025-12-22,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3647225,"This paper studies a class of multi-agent reinforcement learning (MARL) problems where the reward that an agent receives depends on the states of other agents, but the next state only depends on the agent’s own current state and action. We name it REC-MARL standing for REward-Coupled Multi-Agent Reinforcement Learning. REC-MARL has a range of important applications such as real-time access control and distributed power control in wireless networks. This paper presents a distributed policy gradient algorithm for REC-MARL. The proposed algorithm is distributed in two aspects: (i) the learned policy is a distributed policy that maps a local state of an agent to its local action and (ii) the learning/training is distributed, during which each agent updates its policy based on its own and neighbors’ information. The learned algorithm achieves a stationary policy and its iterative complexity bounds depend on the dimension of local states and actions. The experimental results of our algorithm for the real-time access control and power control in wireless networks show that our policy significantly outperforms the state-of-the-art algorithms and well-known benchmarks.",,R4,,closed,,,,False,Xin Liu 0049
422,Online Scheduling With Trajectory Prediction for Collaborative DNN Inference in Vehicular Networks,Ziyi Han; Ruiting Zhou; Haisheng Tan; John C. S. Lui,10.1109/ton.2025.3629759,IEEE Transactions on Networking,2998-4157,34,,1703-1714,2025,2025-12-23,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3629759,"In recent years, deep neural networks (DNNs) have been extensively utilized to provide vehicular intelligent services. Given the limited computing capabilities of vehicles, collaborative vehicle-edge DNN inference has emerged as a promising approach. This method partitions the DNN, then distributes parts to the vehicle or the edge, e.g., roadside unit (RSU), for sequential inferences. However, determining the optimal DNN partition is challenging due to the uneven load distribution of DNN models and varying road traffic conditions. Moreover, vehicle movement can cause loss of inference results if vehicles leave the RSU signal coverage. To this end, we propose a novel online learning-based collaborative DNN Inference framework MCI . MCI utilizes multiple RSUs to assist vehicles with sequential inference and ensure reliable data transmission. To reduce learning cost, MCI designs a trajectory prediction to analyze vehicle context before making decisions. Then, MCI combines the classical EXP4 and LinUCB algorithms to learn system dynamics and make effective scheduling decisions. We prove that MCI achieves a sublinear regret bound of $O(T^{3/4} \sqrt {\log T})$ . Extensive experimental results show that MCI reduces latency by up to 68% and has a lower failure rate, compared to state-of-the-art algorithms.",,R4,,closed,,,,False,Ziyi Han
423,Secure Authentication and Encryption With Distributed Management for SAGIN via Signcryption and Sharding Blockchain,Yizhong Liu; Boyu Zhao; Xuqi Huang; Runhua Xu; Xuejun Zhang; Jianwei Liu 0001; Qianhong Wu; Willy Susilo; Robert H. Deng,10.1109/ton.2025.3647703,IEEE Transactions on Networking,2998-4157,34,,2400-2415,2025,2025-12-23,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3647703,"With the development of air transportation, Space-Air-Ground Integrated Network (SAGIN) are playing an increasingly important role in optimizing air traffic management and enhancing flight safety for billions of passengers and trillions dollars of aviation industry. As the key technology of SAGIN, the Automatic Dependent Surveillance-Broadcast (ADS-B) system is widely used due to its simple operation, low construction cost, and high information accuracy. However, the security problems in ADS-B system, including lack of identity authentication between all communication links, crucial information transmitted in plaintext, and susceptibility to the single point of failure, have been serious obstacle to its wide application. Existing solutions fail to account for the unique characteristics of ADS-B and SAGIN, leading to inadequate security and poor performance in these specialized contexts. Aiming to solve the above issues and provide security and scalability for ADS-B system, we conduct the following research. Firstly, an enhanced identity-based broadcast signcryption (e-IBBSC) scheme is designed to keep crucial information confidential and all messages authenticated simultaneously. Secondly, we propose an efficient batch message authentication method combined with the Merkle tree and proposed e-IBBSC, significantly improving the ADS-B message utilization ratio from 1.35% to 74.10%. Thirdly, we utilize the sharding blockchain and Byzantine fault tolerance protocol to design the first sharding-based distributed management system for SAGIN that realizes fault tolerance and scalability. Finally, after a detailed security analysis and comprehensive performance evaluation, we demonstrate that our solution can achieve all proposed system goals including security, scalability, and high performance of 1s flight transaction processing latency and 62KTPS throughput.",,R4,,closed,,,,False,Yizhong Liu
424,On Resolving Non-Preemptivity in Multitask Scheduling: An Optimal Algorithm in Deterministic and Stochastic Worlds,Wenxin Li,10.1109/ton.2025.3647752,IEEE Transactions on Networking,2998-4157,34,,2733-2745,2025,2025-12-23,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3647752,"The efficient scheduling of multi-task jobs across multiprocessor systems has become increasingly critical with the rapid expansion of computational systems. This challenge, known as Multiprocessor Multitask Scheduling (MPMS) , is essential for optimizing the performance and scalability of applications in fields such as cloud computing and deep learning. In this paper, we study the MPMS problem under both deterministic and stochastic models, where each job is composed of multiple tasks and can only be completed when all its tasks are finished. We introduce NP-SRPT, a non-preemptive variant of the Shortest Remaining Processing Time (SRPT) algorithm, designed to accommodate scenarios with non-preemptive tasks. Our algorithm achieves a competitive ratio of ln α + β + 1 for minimizing response time, where α represents the ratio of the largest to the smallest job workload, and β captures the ratio of the largest non-preemptive task workload to the smallest job workload. We further establish that this competitive ratio is order-optimal when the number of processors is fixed. For stochastic systems modeled as M/G/N queues, where job arrivals follow a Poisson process and task workloads are drawn from a general distribution, we prove that NP-SRPT achieves asymptotically optimal mean response time as the traffic intensity ρ approaches 1, assuming the task size distribution has finite support. Moreover, the asymptotic optimality extends to cases with infinite task size distributions under mild probabilistic assumptions, including the standard M/M/N model. Finally, we extend the analysis to the practical setting of unknown job sizes, proving that non-preemptive adaptations of the M-Gittins and M-SERPT policies achieve asymptotic optimality and near-optimality, respectively, for a broad class of job size distributions. Experimental results validate the effectiveness of NP-SRPT, demonstrating its asymptotic optimality in both theoretical and practical settings.",,R4,,closed,,,,False,Wenxin Li
425,Robust and Fair Federated Learning Based on Model-Agnostic Shapley Value,Rui Jin; Jia Hu 0001; Geyong Min,10.1109/ton.2025.3630314,IEEE Transactions on Networking,2998-4157,34,,2212-2225,2025,2025-12-24,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3630314,"Federated Learning (FL) has emerged as a promising framework for privacy-preserving machine learning. FL enables distributed data owners (clients) to collaboratively train a global model without sharing their local data with a central server. However, FL is inherently vulnerable to free-rider and poisoning attacks, where free riders dissimulate their participation of training by sending counterfeit yet harmless model updates to the central server, while adversarial clients send poisonous model updates to the server to degrade the global model performance. Their distinctive attacking patterns make the simultaneous defense against both attacks very challenging. To address this challenge, we propose a novel model-agnostic Shapley value-based robust and fair federated learning method (SVRFL), which models FL as a cooperative game and leverages Shapley values of model updates to defend against free riders and adversarial clients. Specifically, a client reputation score and a model utility score are computed using the Shapley value. Based on these scores, we ensure the basic fairness within FL by identifying and eliminating free riders, and realize adversarial robustness through discarding poisonous model updates, with theoretical convergence guaranteed. Extensive experiments show that SVRFL can detect typical free-rider attacks with up to full precision and is resistant to poisoning attacks launched by adversarial clients.",,R3,,closed,,,,False,Rui Jin
426,Bringing LoRa Downlink to Backscatter Devices,Han Wang 0032; Yihang Song; Qianhe Meng; Chong Zhang 0017; Songfan Li; Shuwei Wu; Ruizhe Zhang; Li Lu 0001,10.1109/ton.2025.3648008,IEEE Transactions on Networking,2998-4157,34,,2529-2543,2025,2025-12-24,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3648008,"Recent advances in backscatter communication have exhibited great advantages on uplink, both in power consumption and communication performance. However, their downlink tends to lag far behind due to stringent on-device power constraints. This paper presents Sisyphus , a novel communication paradigm designed to empower backscatter devices with LoRa downlink. To achieve this, we propose a novel receiver design for passive coherent demodulation of LoRa. In this design, we creatively couple LoRa’s down-conversion with de-chirping ( dc 2 ), leveraging the processing gain brought by chirp spread spectrum (CSS) modulation to boost communication range without the need for additional power supply. Moreover, we exploit the cyclical time-frequency feature intrinsic to LoRa for demodulation, and a low-power analog-digital signal processing circuit with negligible power is devised to replace the existing power-intensive sampling and costly digital computation. We prototype Sisyphus for proof-of-concept, and comprehensive experimental results demonstrate that Sisyphus can achieve significant power savings compared to legacy LoRa receiver while retaining the anti-interference ability of legacy LoRa. We envision that the design of Sisyphus can unlock the potential for broader applications of LoRa-based backscatter devices.",,R3,,closed,,,,False,Han Wang 0032
427,Sharded Consensus With Non-Sharded Security Bound,Yibin Xu; Yongluan Zhou; Boris Düdder; Tijs Slaats,10.1109/ton.2025.3648137,IEEE Transactions on Networking,2998-4157,34,,2775-2790,2025,2025-12-24,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3648137,"Blockchain sharding enhances transaction throughput for vote-based blockchains while preserving system decentralization. Existing sharded blockchains can only maintain reasonable performance by tolerating a smaller magnitude of adversarial nodes compared to the upper-bound adversarial population of non-sharded ones. They lack adequate distinction of adversarial behaviors, with safety attacks posing catastrophic consequences and liveness attacks being more manageable. This paper presents WaveSpreader, a novel blockchain sharding protocol in a synchronous communication network that tolerates the same upper-bound adversarial population as non-sharded blockchains. It achieves a notable transaction throughput with the help of a robust mitigation method that effectively mitigates the liveness attacks. Our study provides a comprehensive security analysis and experimental results confirming the efficacy of WaveSpreader.",,R4,,closed,,,,False,Yibin Xu
428,Structure-Aided Reinforcement Learning for Media Streaming Over Wireless Edge Networks,Archana Bura; Sarat Chandra Bobbili; Shreyas Rameshkumar; Desik Rengarajan; Dileep Kalathil; Srinivas Shakkottai,10.1109/ton.2025.3648256,IEEE Transactions on Networking,2998-4157,34,,2605-2620,2025,2025-12-24,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3648256,"Media streaming is the dominant application over wireless edge (access) networks. The increasing softwarization of such networks has led to efforts at intelligent control, wherein application-specific actions may be dynamically taken to enhance the user experience. The goal of this work is to develop and demonstrate learning-based policies for optimal decision making to determine which clients to dynamically prioritize in a video streaming setting. We formulate the policy design question as a constrained Markov decision problem (CMDP), and by using a Lagrangian relaxation we decompose it into single-client problems. Further, the optimal policy takes a threshold form in the video buffer length. We then derive a natural policy gradient (NPG) based constrained reinforcement learning (CRL) algorithm using the structure of our problem, and show that it converges to the globally optimal policy. We then develop a simulation environment for training, and a real-world intelligent controller attached to a WiFi access point for evaluation. We demonstrate using youtube media streaming experiments that our policy can increase the user quality of experience by over 30%. Furthermore, we show that the structured learning is fast, and can be easily deployed, taking only about 15μs to execute.",,R3,,closed,,,,False,Archana Bura
429,Distributed Learning for Multi-Stage Bandits: No-Regret Algorithm and Lower Bound,I-Hong Hou,10.1109/ton.2025.3648382,IEEE Transactions on Networking,2998-4157,34,,2416-2429,2025,2025-12-25,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3648382,"Motivated by the distributed nature of many network applications, this paper proposes a new online learning problem called multi-stage bandits. In multi-stage bandits, a job needs to go through multiple stages, each managed by a different agent, before generating an outcome. Each agent can only control its own action and learn the final outcome of the job. It has neither knowledge nor control on actions taken by agents in the next stage. The goal of this paper is to develop distributed online learning algorithms that achieve sublinear regret in adversarial environments. The setting of this paper significantly expands the traditional multi-armed bandit problem, which considers only one agent and one stage. In addition to the exploration-exploitation dilemma in the traditional multi-armed bandit problem, we show that the consideration of multiple stages introduces a third component, education, where an agent needs to choose its actions to facilitate the learning of agents in the next stage. To solve this newly introduced exploration-exploitation-education trilemma, we propose a simple distributed online learning algorithm, ϵ−EXP3. We theoretically prove that the ϵ−EXP3 algorithm is a no-regret policy that achieves sublinear regret. We also show that the regret of ϵ−EXP3 is close to the regret lower bound under a class of time-homogeneous oracle policies. Finally, we conduct simulation studies on a variety of network applications. Simulation results show that the ϵ−EXP3 algorithm significantly outperforms existing no-regret online learning algorithms for the traditional multi-armed bandit problem.",,R4,,closed,,,,False,I-Hong Hou
430,AutoRec: Accelerating Loss Recovery for Live Streaming in a Multi-Supplier Market,Tong Li 0014; Xu Yan; Bo Wu 0002; Cheng Luo; Fuyu Wang; Jiuxiang Zhu; Haoyi Fang; Xinle Du; Ke Xu 0002,10.1109/ton.2025.3642008,IEEE Transactions on Networking,2998-4157,34,,2196-2211,2025,2025-12-26,,2026,2026,formal_volume_article,crossref+openalex+dblp,https://doi.org/10.1109/ton.2025.3642008,"Due to the limited permissions for upgrading dual-side (i.e., server-side and client-side) loss tolerance schemes from the perspective of CDN vendors in a multi-supplier market, modern large-scale live streaming services are still using the automatic-repeat-request (ARQ) based paradigm for loss recovery, which only requires server-side modifications. In this paper, we first conduct a large-scale measurement study with up to 50 million live streams. We find that loss shows dynamics and live streaming contains frequent on-off mode switching in the wild. We further find that the recovery latency, enlarged by the ubiquitous retransmission loss, is a critical factor affecting live streaming’s client-side QoE (e.g., video freezing). We then propose an enhanced recovery mechanism called AutoRec, which can transform the disadvantages of on-off mode switching into an advantage for reducing loss recovery latency without any modifications on the client side. AutoRec allows users to customize overhead tolerance and recovery latency tolerance and adaptively adjusts strategies as the network environment changes to ensure that recovery latency meets user demands whenever possible while keeping overhead under control. We implement AutoRec upon QUIC and evaluate it via testbed and real-world commercial services deployments. The experimental results demonstrate the practicability and profitability of AutoRec.",,R3,,closed,,,,False,Tong Li 0014
